P1 (Pa),T1 (C),MF1 (kg/s),P2 (Pa),T2 (C),MF2 (kg/s),MF leak (kg/s),stroke_level,caso,status_leak,Pos (m),Dia (m),x_L,t (s)
568097.3,-41.76985,37.83052,352683.3,-41.81919,37.83052,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1620.442
568098.2,-41.76985,37.83918,353449.8,-41.818979999999996,37.70243,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1620.9447318
568783.2,-41.76967,37.832370000000004,353587.3,-41.81895,37.67011,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1621.674772
569367.3,-41.76951,37.80707,353654.8,-41.81893,37.67344,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1622.095696
569933.5,-41.76936,37.76957,353706.8,-41.81892,37.69019,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1622.64243
570173.8,-41.7693,37.736509999999996,353722.9,-41.818909999999995,37.71073,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1623.18894
570111.9,-41.76931,37.708909999999996,353705.4,-41.81892,37.72667,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1623.735171
569855.4,-41.76938,37.6857,353661.7,-41.81893,37.7316,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1624.2811880000002
569532.8,-41.76947,37.66633,353606.0,-41.81894000000001,37.72271,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1624.827148
569250.3,-41.76954,37.65063,353554.2,-41.81896,37.701159999999994,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1625.373108
569070.1,-41.76959,37.637879999999996,353518.6,-41.81897,37.67116,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1625.919067
569009.7,-41.76961,37.62661,353505.1,-41.81897,37.63824,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1626.465027
569051.8,-41.7696,37.61517,353512.1,-41.81897,37.60751,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1627.010987
569159.5,-41.76957,37.60232,353533.1,-41.81896,37.58238,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1627.5569460000002
569287.6,-41.769529999999996,37.58766,353558.8,-41.81896,37.56394,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1628.102906
569397.9,-41.7695,37.57152,353581.0,-41.81895,37.55124,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1628.648866
569467.3,-41.76948,37.554629999999996,353594.7,-41.81895,37.54213,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1629.194825
569489.7,-41.76948,37.53778,353598.8,-41.81895,37.5342,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1629.740785
569472.4,-41.76948,37.52162,353594.9,-41.81895,37.525459999999995,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1630.2867449999999
569430.6,-41.76949000000001,37.50651,353586.2,-41.81895,37.51471,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1630.8327
569382.3,-41.76951,37.492509999999996,353576.2,-41.81895,37.5017,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1631.3786599999999
569342.4,-41.76952,37.47943,353568.1,-41.81895,37.48688,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1631.92462
569319.7,-41.76952,37.46697,353563.5,-41.81896,37.47115,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1632.4705800000002
569316.0,-41.76952,37.454809999999995,353562.8,-41.81896,37.455459999999995,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1633.01654
569328.0,-41.76952,37.44271,353565.1,-41.81895,37.44057,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1633.5625
569348.7,-41.76952,37.43054,353569.1,-41.81895,37.42689,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1634.10846
569370.8,-41.76951,37.418279999999996,353573.4,-41.81895,37.41447,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1634.6544199999998
569388.4,-41.76951,37.406009999999995,353576.7,-41.81895,37.403059999999996,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1635.20038
569398.6,-41.7695,37.39386,353578.5,-41.81895,37.39227,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1635.7463400000001
569401.1,-41.7695,37.38195,353578.8,-41.81895,37.38174,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1636.2923
569397.9,-41.7695,37.37034,353578.0,-41.81895,37.37117,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1636.83826
569391.7,-41.76951,37.35909,353576.6,-41.81895,37.360409999999995,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1637.38422
569385.4,-41.76951,37.34818,353575.2,-41.81895,37.34948,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1637.93018
569381.1,-41.76951,37.33757,353574.2,-41.81895,37.33847,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1638.47614
569379.8,-41.76951,37.3272,353573.9,-41.81895,37.32754,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1639.0221
569381.6,-41.76951,37.317029999999995,353574.1,-41.81895,37.316829999999996,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1639.56806
569385.5,-41.76951,37.30701,353574.8,-41.81895,37.30644,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1640.11402
569390.3,-41.76951,37.29714,353575.6,-41.81895,37.29642,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1640.6599800000001
569394.8,-41.7695,37.2874,353576.4,-41.81894000000001,37.28674,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1641.20594
569398.3,-41.7695,37.27783,353576.9,-41.81894000000001,37.27734,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1641.7519
569400.5,-41.7695,37.26843,353577.2,-41.81894000000001,37.26817,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1642.29786
569401.6,-41.7695,37.259209999999996,353577.3,-41.81894000000001,37.259159999999994,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1642.8438199999998
569401.9,-41.7695,37.25019,353577.3,-41.81894000000001,37.25027,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1643.38978
569401.9,-41.7695,37.24137,353577.2,-41.81894000000001,37.24149,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1643.9357400000001
569402.0,-41.7695,37.23273,353577.1,-41.81894000000001,37.23283,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1644.4817
569402.6,-41.7695,37.224270000000004,353577.1,-41.81893,37.22429,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1645.02766
569403.6,-41.7695,37.21598,353577.2,-41.81893,37.21591,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1645.57362
569405.0,-41.7695,37.207840000000004,353577.3,-41.81893,37.2077,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1646.11958
569406.7,-41.7695,37.19985,353577.6,-41.81893,37.19967000000001,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1646.66554
569408.4,-41.7695,37.192009999999996,353577.8,-41.81893,37.19182,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1647.2115
569410.0,-41.7695,37.18432,353578.0,-41.81893,37.18414,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1647.75746
569411.3,-41.7695,37.176759999999994,353578.2,-41.81892,37.17662,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1648.30341
569412.5,-41.7695,37.16936,353578.3,-41.81892,37.169259999999994,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1648.84937
569413.5,-41.7695,37.16209,353578.4,-41.81892,37.16202,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1649.39533
569414.4,-41.7695,37.15497,353578.5,-41.81892,37.154920000000004,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1649.94129
569415.2,-41.7695,37.148,353578.6,-41.81892,37.14795,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1650.48725
569416.0,-41.7695,37.14115,353578.7,-41.81892,37.1411,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1651.03321
569417.0,-41.7695,37.13445,353578.8,-41.818909999999995,37.134370000000004,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1651.57917
569418.0,-41.7695,37.12787,353578.9,-41.818909999999995,37.12778,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1652.1251300000001
569419.0,-41.7695,37.12141,353579.0,-41.818909999999995,37.121320000000004,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1652.67109
569420.0,-41.7695,37.11508,353579.1,-41.818909999999995,37.114979999999996,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1653.21705
569421.0,-41.7695,37.10887,353579.3,-41.818909999999995,37.10877,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1653.76301
569422.0,-41.7695,37.102779999999996,353579.4,-41.818909999999995,37.10269,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1654.3089699999998
569423.0,-41.7695,37.0968,353579.5,-41.818909999999995,37.09672,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1654.85493
569423.8,-41.7695,37.09094,353579.6,-41.8189,37.09087,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1655.40089
569424.7,-41.7695,37.0852,353579.7,-41.8189,37.08513,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1655.94685
569425.5,-41.7695,37.07956,353579.8,-41.8189,37.07949,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1656.49281
569426.3,-41.7695,37.074040000000004,353579.9,-41.8189,37.07397,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1657.0387699999999
569427.1,-41.7695,37.06862,353579.9,-41.8189,37.06855,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1657.58473
569427.9,-41.7695,37.0633,353580.0,-41.8189,37.06323,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1658.13069
569428.7,-41.7695,37.05809,353580.1,-41.8189,37.05802,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1658.67665
569429.4,-41.7695,37.05298,353580.2,-41.8189,37.0529,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1659.22261
569430.2,-41.7695,37.047959999999996,353580.3,-41.81889,37.04789,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1659.76857
569431.0,-41.7695,37.04304000000001,353580.4,-41.81889,37.042970000000004,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1660.31453
569431.7,-41.7695,37.03822,353580.5,-41.81889,37.03815,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1660.86049
569432.4,-41.7695,37.03349,353580.6,-41.81889,37.03342,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1661.40645
569433.1,-41.7695,37.02885,353580.6,-41.81889,37.02878,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1661.9524099999999
569433.8,-41.7695,37.0243,353580.7,-41.81889,37.024229999999996,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1662.49837
569434.5,-41.7695,37.01983,353580.8,-41.81889,37.01977,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1663.0443300000002
569435.1,-41.7695,37.01546,353580.9,-41.81889,37.015390000000004,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1663.59029
569435.8,-41.7695,37.01116,353580.9,-41.81889,37.0111,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1664.13625
569436.4,-41.7695,37.00695,353581.0,-41.81889,37.00689000000001,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1664.68221
569437.0,-41.7695,37.00282,353581.1,-41.81888,37.002759999999995,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1665.2281699999999
569437.6,-41.7695,36.99877,353581.2,-41.81888,36.998709999999996,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1665.77412
569438.2,-41.7695,36.9948,353581.2,-41.81888,36.99474,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1666.32008
569438.8,-41.7695,36.9909,353581.3,-41.81888,36.99084000000001,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1666.86604
569439.4,-41.7695,36.98708,353581.4,-41.81888,36.98702,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1667.412
569440.0,-41.7695,36.98333,353581.4,-41.81888,36.98327000000001,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1667.95796
569440.5,-41.7695,36.979659999999996,353581.5,-41.81888,36.9796,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1668.5039199999999
569441.1,-41.7695,36.97605,353581.6,-41.81888,36.976,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1669.04988
569441.6,-41.7695,36.97252,353581.6,-41.81888,36.97246,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1669.59584
569442.1,-41.7695,36.96905,353581.7,-41.818870000000004,36.96899000000001,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1670.1418
569442.7,-41.7695,36.96565,353581.7,-41.818870000000004,36.96559,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1670.68776
569443.2,-41.7695,36.962309999999995,353581.8,-41.818870000000004,36.96226,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1671.23372
569443.7,-41.7695,36.95904,353581.9,-41.818870000000004,36.95899,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1671.77968
569444.2,-41.7695,36.95583,353581.9,-41.818870000000004,36.95578,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1672.32564
569444.6,-41.7695,36.95268,353582.0,-41.818870000000004,36.95263,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1672.8716
569445.1,-41.7695,36.94959,353582.0,-41.818870000000004,36.94955,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1673.4175599999999
569445.6,-41.7695,36.94657,353582.1,-41.818870000000004,36.94652,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1673.96352
569446.0,-41.7695,36.9436,353582.1,-41.81886,36.94356,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1674.5094800000002
569446.4,-41.76949000000001,36.94068,353582.2,-41.81886,36.94064,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1675.05544
569446.9,-41.76949000000001,36.93783,353582.2,-41.81886,36.93779,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1675.6014
569447.3,-41.76949000000001,36.93503,353582.3,-41.81886,36.93499,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1676.14736
569447.7,-41.76949000000001,36.93228,353582.3,-41.81886,36.93224,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1676.6933199999999
569448.1,-41.76949000000001,36.92958,353582.4,-41.81886,36.92955,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1677.23928
569448.5,-41.76949000000001,36.92694,353582.4,-41.81886,36.92691,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1677.78524
569448.9,-41.76949000000001,36.92435,353582.5,-41.81886,36.92431,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1678.3312
569449.3,-41.76949000000001,36.92181,353582.5,-41.81886,36.92177,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1678.8771600000002
569449.7,-41.76949000000001,36.919309999999996,353582.6,-41.81886,36.91928,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1679.42312
569450.1,-41.76949000000001,36.91687,353582.6,-41.81885,36.91683,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1679.96908
569450.4,-41.76949000000001,36.91447,353582.6,-41.81885,36.91444,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1680.5150399999998
569450.8,-41.76949000000001,36.91212,353582.7,-41.81885,36.912079999999996,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1681.0610000000001
569451.1,-41.76949000000001,36.90981,353582.7,-41.81885,36.90978,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1681.60696
569451.5,-41.76949000000001,36.90755,353582.8,-41.81885,36.90752,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1682.15292
569451.8,-41.76949000000001,36.90533,353582.8,-41.81885,36.9053,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1682.6988800000001
569452.1,-41.76949000000001,36.90315,353582.9,-41.81885,36.90312,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1683.2448399999998
569452.5,-41.76949000000001,36.90102,353582.9,-41.81885,36.90099,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1683.7907899999998
569452.8,-41.76949000000001,36.898920000000004,353582.9,-41.81885,36.89889,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1684.33675
569453.1,-41.76949000000001,36.89687,353583.0,-41.81885,36.89684000000001,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1684.88271
569453.4,-41.76949000000001,36.89485,353583.0,-41.81885,36.89483,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1685.42867
569453.7,-41.76949000000001,36.89288,353583.0,-41.81884,36.89285,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1685.9746300000002
569454.0,-41.76949000000001,36.89094,353583.1,-41.81884,36.89092,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1686.5205899999999
569454.3,-41.76949000000001,36.88904,353583.1,-41.81884,36.88902,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1687.06655
569454.6,-41.76949000000001,36.88718,353583.1,-41.81884,36.88715,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1687.6125100000002
569454.8,-41.76949000000001,36.88535,353583.2,-41.81884,36.88532,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1688.1584699999999
569455.1,-41.76949000000001,36.88355,353583.2,-41.81884,36.88353,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1688.70443
569455.4,-41.76949000000001,36.8818,353583.2,-41.81884,36.88177,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1689.25039
569455.7,-41.76949000000001,36.88007,353583.3,-41.81884,36.88005,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1689.79635
569455.9,-41.76949000000001,36.87838,353583.3,-41.81884,36.87836,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1690.3423100000002
569456.2,-41.76949000000001,36.87672,353583.3,-41.81884,36.8767,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1690.88827
569456.4,-41.76949000000001,36.87509,353583.3,-41.81884,36.87507,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1691.43423
569456.7,-41.76949000000001,36.8735,353583.4,-41.81884,36.87348,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1691.9801899999998
569456.9,-41.76949000000001,36.87193,353583.4,-41.81884,36.87191,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1692.52615
569457.1,-41.76949000000001,36.87039,353583.4,-41.81884,36.87038,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1693.07211
569457.4,-41.76949000000001,36.86889,353583.5,-41.81883,36.86887,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1693.61807
569457.6,-41.76949000000001,36.86741,353583.5,-41.81883,36.8674,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1694.1640300000001
569457.8,-41.76949000000001,36.86596,353583.5,-41.81883,36.86595,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1694.7099899999998
569458.0,-41.76949000000001,36.86454000000001,353583.5,-41.81883,36.86453,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1695.25595
569458.2,-41.76949000000001,36.86315,353583.6,-41.81883,36.86314,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1695.8019100000001
569458.4,-41.76949000000001,36.861779999999996,353583.6,-41.81883,36.86177,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1696.3478699999998
569458.6,-41.76949000000001,36.860440000000004,353583.6,-41.81883,36.86043,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1696.89383
569458.8,-41.76949000000001,36.85913,353583.6,-41.81883,36.85911,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1697.43979
569459.0,-41.76949000000001,36.85784,353583.6,-41.81883,36.85783,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1697.98575
569459.2,-41.76949000000001,36.85657,353583.7,-41.81883,36.856559999999995,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1698.5317100000002
569459.4,-41.76949000000001,36.85533,353583.7,-41.81883,36.85532,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1699.07767
569459.6,-41.76949000000001,36.85412,353583.7,-41.81882,36.85411,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1699.62363
569459.8,-41.76949000000001,36.85292000000001,353583.7,-41.81882,36.852909999999994,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1700.1695899999997
569459.9,-41.76949000000001,36.85175,353583.7,-41.81882,36.85174,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1700.71555
569460.1,-41.76949000000001,36.850609999999996,353583.8,-41.81882,36.850590000000004,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1701.26151
569460.3,-41.76949000000001,36.84948,353583.8,-41.81882,36.849470000000004,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1701.8074600000002
569460.5,-41.76949000000001,36.84838,353583.8,-41.81882,36.84837,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1702.35342
569460.6,-41.76949000000001,36.8473,353583.8,-41.81882,36.84728,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1702.89938
569460.8,-41.76949000000001,36.84623,353583.8,-41.81882,36.84622,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1703.4453399999998
569460.9,-41.76949000000001,36.84519,353583.8,-41.81882,36.84518,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1703.9913
569461.1,-41.76949000000001,36.84417,353583.9,-41.81882,36.844159999999995,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1704.53726
569461.3,-41.76949000000001,36.84317,353583.9,-41.81881,36.84316,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1705.08322
569461.4,-41.76949000000001,36.84219,353583.9,-41.81881,36.84217,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1705.6291800000001
569461.5,-41.76949000000001,36.84122,353583.9,-41.81881,36.84121,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1706.1751399999998
569461.7,-41.76949000000001,36.84028,353583.9,-41.81881,36.84026,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1706.7211
569461.8,-41.76949000000001,36.83935,353583.9,-41.81881,36.83934,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1707.2670600000001
569462.0,-41.76949000000001,36.83844000000001,353584.0,-41.81881,36.838429999999995,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1707.8130199999998
569462.1,-41.76949000000001,36.83755,353584.0,-41.81881,36.837540000000004,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1708.35898
569462.2,-41.76949000000001,36.83668,353584.0,-41.81881,36.836659999999995,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1708.90494
569462.4,-41.76949000000001,36.83582,353584.0,-41.81881,36.835809999999995,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1709.4509
569462.5,-41.76949000000001,36.83498,353584.0,-41.81881,36.83497,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1709.9968600000002
569462.6,-41.76949000000001,36.83415,353584.0,-41.81881,36.83414000000001,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1710.54282
569462.7,-41.76949000000001,36.83334,353584.0,-41.81881,36.83333,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1711.08878
569462.9,-41.76949000000001,36.83255,353584.0,-41.81881,36.83254,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1711.6347399999997
569463.0,-41.76949000000001,36.83177,353584.1,-41.81881,36.831759999999996,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1712.1807
569463.1,-41.76949000000001,36.83101,353584.1,-41.81881,36.830999999999996,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1712.72666
569463.2,-41.76949000000001,36.830259999999996,353584.1,-41.81881,36.83025,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1713.27262
569463.3,-41.76949000000001,36.82952,353584.1,-41.81881,36.82952,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1713.81858
569463.4,-41.76949000000001,36.8288,353584.1,-41.81881,36.8288,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1714.3645399999998
569463.5,-41.76949000000001,36.82809,353584.1,-41.81881,36.82809,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1714.9105
569463.6,-41.76949000000001,36.8274,353584.1,-41.81881,36.8274,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1715.45646
569463.7,-41.76949000000001,36.82672,353584.1,-41.81881,36.82672,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1716.00242
569463.8,-41.76949000000001,36.82606,353584.1,-41.81881,36.82605,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1716.5483800000002
569463.9,-41.76949000000001,36.8254,353584.1,-41.81881,36.8254,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1717.0943399999999
569464.0,-41.76949000000001,36.82476,353584.2,-41.81881,36.82476,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1717.6403
569464.1,-41.76948,36.82413,353584.2,-41.81881,36.82413,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1718.1862600000002
569464.2,-41.76948,36.82352,353584.2,-41.81881,36.82351,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1718.7322199999999
569464.3,-41.76948,36.82291,353584.2,-41.81882,36.82291,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1719.2781699999998
569464.4,-41.76948,36.82232,353584.2,-41.81882,36.82232,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1719.82413
569464.5,-41.76948,36.82174000000001,353584.2,-41.81882,36.82174000000001,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1720.37009
569464.6,-41.76948,36.82117,353584.2,-41.81882,36.82117,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1720.9161
569464.7,-41.76948,36.820609999999995,353584.2,-41.81882,36.820609999999995,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1721.4620000000002
569464.8,-41.76948,36.82006,353584.2,-41.81882,36.82006,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1722.0079999999998
569464.8,-41.76948,36.819520000000004,353584.2,-41.81882,36.819520000000004,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1722.5539
569464.9,-41.76947,36.81899,353584.2,-41.81882,36.81899,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1723.0999
569465.0,-41.76947,36.81847,353584.2,-41.81883,36.81848,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1723.6459
569465.1,-41.76947,36.81797,353584.2,-41.81883,36.81797,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1724.1918
569465.2,-41.76947,36.81747,353584.3,-41.81883,36.81747,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1724.7378
569465.2,-41.76947,36.81698,353584.3,-41.81883,36.81698,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1725.2837
569465.3,-41.76947,36.8165,353584.3,-41.81883,36.8165,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1725.8297
569465.4,-41.769459999999995,36.81603,353584.3,-41.81883,36.81603,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1726.3757
569465.4,-41.769459999999995,36.81557,353584.3,-41.81884,36.81557,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1726.9216
569465.5,-41.769459999999995,36.81512,353584.3,-41.81884,36.81512,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1727.4676
569465.6,-41.769459999999995,36.81467,353584.3,-41.81884,36.814679999999996,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1728.0135
569465.6,-41.76945,36.81424000000001,353584.3,-41.81884,36.81425,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1728.5595
